"County","FullName","Party","No","Votes","VR"
"彰化縣","彰化縣伸港鄉","中國國民黨","9","5681",0.3138
"彰化縣","彰化縣伸港鄉","台灣團結聯盟","10","519",0.0286
"彰化縣","彰化縣伸港鄉","時代力量","11","1172",0.0647
"彰化縣","彰化縣伸港鄉","大愛憲改聯盟","12","41",0.0022
"彰化縣","彰化縣伸港鄉","綠黨社會民主黨聯盟","13","341",0.0188
"彰化縣","彰化縣伸港鄉","台灣獨立黨","14","63",0.0034
"彰化縣","彰化縣伸港鄉","無黨團結聯盟","15","122",0.0067
"彰化縣","彰化縣伸港鄉","新黨","16","357",0.0197
"彰化縣","彰化縣伸港鄉","健保免費連線","17","95",0.0052
"彰化縣","彰化縣伸港鄉","樹黨","18","122",0.0067
"彰化縣","彰化縣福興鄉","民主進步黨","1","11442",0.4648
"彰化縣","彰化縣福興鄉","親民黨","2","1691",0.0686
"彰化縣","彰化縣福興鄉","自由台灣黨","3","139",0.0056
"彰化縣","彰化縣福興鄉","和平鴿聯盟黨","4","88",0.0035
"彰化縣","彰化縣福興鄉","軍公教聯盟黨","5","112",0.0045
"彰化縣","彰化縣福興鄉","民國黨","6","344",0.0139
"彰化縣","彰化縣福興鄉","信心希望聯盟","7","224",0.0091
"彰化縣","彰化縣福興鄉","中華統一促進黨","8","58",0.0023
"彰化縣","彰化縣福興鄉","中國國民黨","9","6328",0.257
"彰化縣","彰化縣福興鄉","台灣團結聯盟","10","802",0.0325
"彰化縣","彰化縣福興鄉","時代力量","11","2079",0.0844
"彰化縣","彰化縣福興鄉","大愛憲改聯盟","12","55",0.0022
"彰化縣","彰化縣福興鄉","綠黨社會民主黨聯盟","13","401",0.0162
"彰化縣","彰化縣福興鄉","台灣獨立黨","14","72",0.0029
"彰化縣","彰化縣福興鄉","無黨團結聯盟","15","108",0.0043
"彰化縣","彰化縣福興鄉","新黨","16","391",0.0158
"彰化縣","彰化縣福興鄉","健保免費連線","17","149",0.006
"彰化縣","彰化縣福興鄉","樹黨","18","132",0.0053
"彰化縣","彰化縣秀水鄉","民主進步黨","1","9336",0.4545
"彰化縣","彰化縣秀水鄉","親民黨","2","1495",0.0727
"彰化縣","彰化縣秀水鄉","自由台灣黨","3","88",0.0042
"彰化縣","彰化縣秀水鄉","和平鴿聯盟黨","4","56",0.0027
"彰化縣","彰化縣秀水鄉","軍公教聯盟黨","5","117",0.0056
"彰化縣","彰化縣秀水鄉","民國黨","6","325",0.0158
"彰化縣","彰化縣秀水鄉","信心希望聯盟","7","204",0.0099
"彰化縣","彰化縣秀水鄉","中華統一促進黨","8","49",0.0023
"彰化縣","彰化縣秀水鄉","中國國民黨","9","5642",0.2746
"彰化縣","彰化縣秀水鄉","台灣團結聯盟","10","698",0.0339
"彰化縣","彰化縣秀水鄉","時代力量","11","1322",0.0643
"彰化縣","彰化縣秀水鄉","大愛憲改聯盟","12","38",0.0018
"彰化縣","彰化縣秀水鄉","綠黨社會民主黨聯盟","13","352",0.0171
"彰化縣","彰化縣秀水鄉","台灣獨立黨","14","74",0.0036
"彰化縣","彰化縣秀水鄉","無黨團結聯盟","15","100",0.0048
"彰化縣","彰化縣秀水鄉","新黨","16","419",0.0203
"彰化縣","彰化縣秀水鄉","健保免費連線","17","122",0.0059
"彰化縣","彰化縣秀水鄉","樹黨","18","104",0.005
"彰化縣","彰化縣花壇鄉","民主進步黨","1","10201",0.4158
"彰化縣","彰化縣花壇鄉","親民黨","2","1823",0.0743
"彰化縣","彰化縣花壇鄉","自由台灣黨","3","161",0.0065
"彰化縣","彰化縣花壇鄉","和平鴿聯盟黨","4","97",0.0039
"彰化縣","彰化縣花壇鄉","軍公教聯盟黨","5","127",0.0051
"彰化縣","彰化縣花壇鄉","民國黨","6","417",0.0169
"彰化縣","彰化縣花壇鄉","信心希望聯盟","7","268",0.0109
"彰化縣","彰化縣花壇鄉","中華統一促進黨","8","98",0.0039
"彰化縣","彰化縣花壇鄉","中國國民黨","9","7615",0.3103
"彰化縣","彰化縣花壇鄉","台灣團結聯盟","10","646",0.0263
"彰化縣","彰化縣花壇鄉","時代力量","11","1486",0.0605
"彰化縣","彰化縣花壇鄉","大愛憲改聯盟","12","60",0.0024
"彰化縣","彰化縣花壇鄉","綠黨社會民主黨聯盟","13","434",0.0176
"彰化縣","彰化縣花壇鄉","台灣獨立黨","14","66",0.0026
"彰化縣","彰化縣花壇鄉","無黨團結聯盟","15","130",0.0052
"彰化縣","彰化縣花壇鄉","新黨","16","616",0.0251
"彰化縣","彰化縣花壇鄉","健保免費連線","17","158",0.0064
"彰化縣","彰化縣花壇鄉","樹黨","18","130",0.0052
"彰化縣","彰化縣芬園鄉","民主進步黨","1","6308",0.4732
"彰化縣","彰化縣芬園鄉","親民黨","2","923",0.0692
"彰化縣","彰化縣芬園鄉","自由台灣黨","3","94",0.007
"彰化縣","彰化縣芬園鄉","和平鴿聯盟黨","4","43",0.0032
"彰化縣","彰化縣芬園鄉","軍公教聯盟黨","5","93",0.0069
"彰化縣","彰化縣芬園鄉","民國黨","6","764",0.0573
"彰化縣","彰化縣芬園鄉","信心希望聯盟","7","136",0.0102
"彰化縣","彰化縣芬園鄉","中華統一促進黨","8","33",0.0024
"彰化縣","彰化縣芬園鄉","中國國民黨","9","3107",0.2331
"彰化縣","彰化縣芬園鄉","台灣團結聯盟","10","411",0.0308
"彰化縣","彰化縣芬園鄉","時代力量","11","700",0.0525
"彰化縣","彰化縣芬園鄉","大愛憲改聯盟","12","35",0.0026
"彰化縣","彰化縣芬園鄉","綠黨社會民主黨聯盟","13","204",0.0153
"彰化縣","彰化縣芬園鄉","台灣獨立黨","14","33",0.0024
"彰化縣","彰化縣芬園鄉","無黨團結聯盟","15","110",0.0082
"彰化縣","彰化縣芬園鄉","新黨","16","207",0.0155
"彰化縣","彰化縣芬園鄉","健保免費連線","17","70",0.0052
"彰化縣","彰化縣芬園鄉","樹黨","18","57",0.0042
"彰化縣","彰化縣員林市","民主進步黨","1","26397",0.4187
"彰化縣","彰化縣員林市","親民黨","2","4620",0.0732
"彰化縣","彰化縣員林市","自由台灣黨","3","224",0.0035
"彰化縣","彰化縣員林市","和平鴿聯盟黨","4","147",0.0023
"彰化縣","彰化縣員林市","軍公教聯盟黨","5","544",0.0086
"彰化縣","彰化縣員林市","民國黨","6","869",0.0137
"彰化縣","彰化縣員林市","信心希望聯盟","7","728",0.0115
"彰化縣","彰化縣員林市","中華統一促進黨","8","195",0.003
"彰化縣","彰化縣員林市","中國國民黨","9","18474",0.293
"彰化縣","彰化縣員林市","台灣團結聯盟","10","1892",0.03
"彰化縣","彰化縣員林市","時代力量","11","4459",0.0707
"彰化縣","彰化縣員林市","大愛憲改聯盟","12","81",0.0012
"彰化縣","彰化縣員林市","綠黨社會民主黨聯盟","13","1640",0.026
"彰化縣","彰化縣員林市","台灣獨立黨","14","153",0.0024
"彰化縣","彰化縣員林市","無黨團結聯盟","15","204",0.0032
"彰化縣","彰化縣員林市","新黨","16","1754",0.0278
"彰化縣","彰化縣員林市","健保免費連線","17","276",0.0043
"彰化縣","彰化縣員林市","樹黨","18","387",0.0061
"彰化縣","彰化縣溪湖鎮","民主進步黨","1","11713",0.4256
"彰化縣","彰化縣溪湖鎮","親民黨","2","2224",0.0808
"彰化縣","彰化縣溪湖鎮","自由台灣黨","3","153",0.0055
"彰化縣","彰化縣溪湖鎮","和平鴿聯盟黨","4","138",0.005
"彰化縣","彰化縣溪湖鎮","軍公教聯盟黨","5","259",0.0094
"彰化縣","彰化縣溪湖鎮","民國黨","6","411",0.0149
"彰化縣","彰化縣溪湖鎮","信心希望聯盟","7","253",0.0091
"彰化縣","彰化縣溪湖鎮","中華統一促進黨","8","95",0.0034
"彰化縣","彰化縣溪湖鎮","中國國民黨","9","8054",0.2926
"彰化縣","彰化縣溪湖鎮","台灣團結聯盟","10","913",0.0331
"彰化縣","彰化縣溪湖鎮","時代力量","11","1628",0.0591
"彰化縣","彰化縣溪湖鎮","大愛憲改聯盟","12","50",0.0018
"彰化縣","彰化縣溪湖鎮","綠黨社會民主黨聯盟","13","508",0.0184
"彰化縣","彰化縣溪湖鎮","台灣獨立黨","14","67",0.0024
"彰化縣","彰化縣溪湖鎮","無黨團結聯盟","15","120",0.0043
"彰化縣","彰化縣溪湖鎮","新黨","16","631",0.0229
"彰化縣","彰化縣溪湖鎮","健保免費連線","17","157",0.0057
"彰化縣","彰化縣溪湖鎮","樹黨","18","147",0.0053
"彰化縣","彰化縣田中鎮","民主進步黨","1","9287",0.4406
"彰化縣","彰化縣田中鎮","親民黨","2","1344",0.0637
"彰化縣","彰化縣田中鎮","自由台灣黨","3","90",0.0042
"彰化縣","彰化縣田中鎮","和平鴿聯盟黨","4","72",0.0034
"彰化縣","彰化縣田中鎮","軍公教聯盟黨","5","210",0.0099
"彰化縣","彰化縣田中鎮","民國黨","6","277",0.0131
"彰化縣","彰化縣田中鎮","信心希望聯盟","7","183",0.0086
"彰化縣","彰化縣田中鎮","中華統一促進黨","8","52",0.0024
"彰化縣","彰化縣田中鎮","中國國民黨","9","6155",0.292
"彰化縣","彰化縣田中鎮","台灣團結聯盟","10","675",0.032
"彰化縣","彰化縣田中鎮","時代力量","11","1235",0.0585
"彰化縣","彰化縣田中鎮","大愛憲改聯盟","12","41",0.0019
"彰化縣","彰化縣田中鎮","綠黨社會民主黨聯盟","13","505",0.0239
"彰化縣","彰化縣田中鎮","台灣獨立黨","14","64",0.003
"彰化縣","彰化縣田中鎮","無黨團結聯盟","15","79",0.0037
"彰化縣","彰化縣田中鎮","新黨","16","582",0.0276
"彰化縣","彰化縣田中鎮","健保免費連線","17","113",0.0053
"彰化縣","彰化縣田中鎮","樹黨","18","114",0.0054
"彰化縣","彰化縣大村鄉","民主進步黨","1","8537",0.4576
"彰化縣","彰化縣大村鄉","親民黨","2","1311",0.0702
"彰化縣","彰化縣大村鄉","自由台灣黨","3","81",0.0043
"彰化縣","彰化縣大村鄉","和平鴿聯盟黨","4","69",0.0036
"彰化縣","彰化縣大村鄉","軍公教聯盟黨","5","97",0.0052
"彰化縣","彰化縣大村鄉","民國黨","6","291",0.0156
"彰化縣","彰化縣大村鄉","信心希望聯盟","7","152",0.0081
"彰化縣","彰化縣大村鄉","中華統一促進黨","8","48",0.0025
"彰化縣","彰化縣大村鄉","中國國民黨","9","5255",0.2817
"彰化縣","彰化縣大村鄉","台灣團結聯盟","10","539",0.0288
"彰化縣","彰化縣大村鄉","時代力量","11","1151",0.0617
"彰化縣","彰化縣大村鄉","大愛憲改聯盟","12","32",0.0017
"彰化縣","彰化縣大村鄉","綠黨社會民主黨聯盟","13","333",0.0178
"彰化縣","彰化縣大村鄉","台灣獨立黨","14","51",0.0027
"彰化縣","彰化縣大村鄉","無黨團結聯盟","15","90",0.0048
"彰化縣","彰化縣大村鄉","新黨","16","380",0.0203
"彰化縣","彰化縣大村鄉","健保免費連線","17","112",0.006
"彰化縣","彰化縣大村鄉","樹黨","18","123",0.0065
"彰化縣","彰化縣埔鹽鄉","民主進步黨","1","6544",0.3896
"彰化縣","彰化縣埔鹽鄉","親民黨","2","1378",0.082
"彰化縣","彰化縣埔鹽鄉","自由台灣黨","3","118",0.007
"彰化縣","彰化縣埔鹽鄉","和平鴿聯盟黨","4","107",0.0063
"彰化縣","彰化縣埔鹽鄉","軍公教聯盟黨","5","157",0.0093
"彰化縣","彰化縣埔鹽鄉","民國黨","6","269",0.016
"彰化縣","彰化縣埔鹽鄉","信心希望聯盟","7","148",0.0088
"彰化縣","彰化縣埔鹽鄉","中華統一促進黨","8","277",0.0164
"彰化縣","彰化縣埔鹽鄉","中國國民黨","9","5396",0.3213
"彰化縣","彰化縣埔鹽鄉","台灣團結聯盟","10","483",0.0287
"彰化縣","彰化縣埔鹽鄉","時代力量","11","936",0.0557
"彰化縣","彰化縣埔鹽鄉","大愛憲改聯盟","12","38",0.0022
"彰化縣","彰化縣埔鹽鄉","綠黨社會民主黨聯盟","13","253",0.015
"彰化縣","彰化縣埔鹽鄉","台灣獨立黨","14","49",0.0029
"彰化縣","彰化縣埔鹽鄉","無黨團結聯盟","15","92",0.0054
"彰化縣","彰化縣埔鹽鄉","新黨","16","341",0.0203
"彰化縣","彰化縣埔鹽鄉","健保免費連線","17","106",0.0063
"彰化縣","彰化縣埔鹽鄉","樹黨","18","102",0.006
"彰化縣","彰化縣埔心鄉","民主進步黨","1","8764",0.4875
"彰化縣","彰化縣埔心鄉","親民黨","2","1352",0.0752
"彰化縣","彰化縣埔心鄉","自由台灣黨","3","91",0.005
"彰化縣","彰化縣埔心鄉","和平鴿聯盟黨","4","61",0.0033
"彰化縣","彰化縣埔心鄉","軍公教聯盟黨","5","150",0.0083
"彰化縣","彰化縣埔心鄉","民國黨","6","273",0.0151
"彰化縣","彰化縣埔心鄉","信心希望聯盟","7","138",0.0076
"彰化縣","彰化縣埔心鄉","中華統一促進黨","8","48",0.0026
"彰化縣","彰化縣埔心鄉","中國國民黨","9","4397",0.2446
"彰化縣","彰化縣埔心鄉","台灣團結聯盟","10","612",0.034
"彰化縣","彰化縣埔心鄉","時代力量","11","1010",0.0561
"彰化縣","彰化縣埔心鄉","大愛憲改聯盟","12","40",0.0022
"彰化縣","彰化縣埔心鄉","綠黨社會民主黨聯盟","13","358",0.0199
"彰化縣","彰化縣埔心鄉","台灣獨立黨","14","57",0.0031
"彰化縣","彰化縣埔心鄉","無黨團結聯盟","15","65",0.0036
"彰化縣","彰化縣埔心鄉","新黨","16","352",0.0195
"彰化縣","彰化縣埔心鄉","健保免費連線","17","92",0.0051
"彰化縣","彰化縣埔心鄉","樹黨","18","116",0.0064
"彰化縣","彰化縣永靖鄉","民主進步黨","1","8732",0.449
"彰化縣","彰化縣永靖鄉","親民黨","2","1381",0.071
"彰化縣","彰化縣永靖鄉","自由台灣黨","3","100",0.0051
"彰化縣","彰化縣永靖鄉","和平鴿聯盟黨","4","51",0.0026
"彰化縣","彰化縣永靖鄉","軍公教聯盟黨","5","138",0.007
"彰化縣","彰化縣永靖鄉","民國黨","6","310",0.0159
"彰化縣","彰化縣永靖鄉","信心希望聯盟","7","180",0.0092
"彰化縣","彰化縣永靖鄉","中華統一促進黨","8","41",0.0021
"彰化縣","彰化縣永靖鄉","中國國民黨","9","5308",0.2729
"彰化縣","彰化縣永靖鄉","台灣團結聯盟","10","713",0.0366
"彰化縣","彰化縣永靖鄉","時代力量","11","1239",0.0637
"彰化縣","彰化縣永靖鄉","大愛憲改聯盟","12","23",0.0011
"彰化縣","彰化縣永靖鄉","綠黨社會民主黨聯盟","13","424",0.0218
"彰化縣","彰化縣永靖鄉","台灣獨立黨","14","68",0.0034
"彰化縣","彰化縣永靖鄉","無黨團結聯盟","15","100",0.0051
"彰化縣","彰化縣永靖鄉","新黨","16","405",0.0208
"彰化縣","彰化縣永靖鄉","健保免費連線","17","100",0.0051
"彰化縣","彰化縣永靖鄉","樹黨","18","132",0.0067
"彰化縣","彰化縣社頭鄉","民主進步黨","1","10563",0.4757
"彰化縣","彰化縣社頭鄉","親民黨","2","1465",0.0659
"彰化縣","彰化縣社頭鄉","自由台灣黨","3","81",0.0036
"彰化縣","彰化縣社頭鄉","和平鴿聯盟黨","4","80",0.0036
"彰化縣","彰化縣社頭鄉","軍公教聯盟黨","5","245",0.011
"彰化縣","彰化縣社頭鄉","民國黨","6","269",0.0121
"彰化縣","彰化縣社頭鄉","信心希望聯盟","7","185",0.0083
"彰化縣","彰化縣社頭鄉","中華統一促進黨","8","40",0.0018
"彰化縣","彰化縣社頭鄉","中國國民黨","9","5903",0.2658
"彰化縣","彰化縣社頭鄉","台灣團結聯盟","10","739",0.0332
"彰化縣","彰化縣社頭鄉","時代力量","11","1292",0.0581
"彰化縣","彰化縣社頭鄉","大愛憲改聯盟","12","32",0.0014
"彰化縣","彰化縣社頭鄉","綠黨社會民主黨聯盟","13","456",0.0205
"彰化縣","彰化縣社頭鄉","台灣獨立黨","14","66",0.0029
"彰化縣","彰化縣社頭鄉","無黨團結聯盟","15","94",0.0042
"彰化縣","彰化縣社頭鄉","新黨","16","455",0.0204
"彰化縣","彰化縣社頭鄉","健保免費連線","17","127",0.0057
"彰化縣","彰化縣社頭鄉","樹黨","18","111",0.0049
"彰化縣","彰化縣二水鄉","民主進步黨","1","3932",0.4631
"彰化縣","彰化縣二水鄉","親民黨","2","545",0.0642
"彰化縣","彰化縣二水鄉","自由台灣黨","3","39",0.0045
"彰化縣","彰化縣二水鄉","和平鴿聯盟黨","4","20",0.0023
"彰化縣","彰化縣二水鄉","軍公教聯盟黨","5","80",0.0094
"彰化縣","彰化縣二水鄉","民國黨","6","154",0.0181
"彰化縣","彰化縣二水鄉","信心希望聯盟","7","58",0.0068
"彰化縣","彰化縣二水鄉","中華統一促進黨","8","30",0.0035
"彰化縣","彰化縣二水鄉","中國國民黨","9","2446",0.2881
"彰化縣","彰化縣二水鄉","台灣團結聯盟","10","284",0.0334
"彰化縣","彰化縣二水鄉","時代力量","11","443",0.0521
"彰化縣","彰化縣二水鄉","大愛憲改聯盟","12","19",0.0022
"彰化縣","彰化縣二水鄉","綠黨社會民主黨聯盟","13","126",0.0148
"彰化縣","彰化縣二水鄉","台灣獨立黨","14","31",0.0036
"彰化縣","彰化縣二水鄉","無黨團結聯盟","15","40",0.0047
"彰化縣","彰化縣二水鄉","新黨","16","157",0.0184
"彰化縣","彰化縣二水鄉","健保免費連線","17","34",0.004
"彰化縣","彰化縣二水鄉","樹黨","18","51",0.006
"彰化縣","彰化縣北斗鎮","民主進步黨","1","7451",0.446
"彰化縣","彰化縣北斗鎮","親民黨","2","1174",0.0702
"彰化縣","彰化縣北斗鎮","自由台灣黨","3","80",0.0047
"彰化縣","彰化縣北斗鎮","和平鴿聯盟黨","4","48",0.0028
"彰化縣","彰化縣北斗鎮","軍公教聯盟黨","5","175",0.0104
"彰化縣","彰化縣北斗鎮","民國黨","6","184",0.011
"彰化縣","彰化縣北斗鎮","信心希望聯盟","7","131",0.0078
"彰化縣","彰化縣北斗鎮","中華統一促進黨","8","44",0.0026
"彰化縣","彰化縣北斗鎮","中國國民黨","9","4801",0.2874
"彰化縣","彰化縣北斗鎮","台灣團結聯盟","10","580",0.0347
"彰化縣","彰化縣北斗鎮","時代力量","11","1058",0.0633
"彰化縣","彰化縣北斗鎮","大愛憲改聯盟","12","27",0.0016
"彰化縣","彰化縣北斗鎮","綠黨社會民主黨聯盟","13","268",0.016
"彰化縣","彰化縣北斗鎮","台灣獨立黨","14","46",0.0027
"彰化縣","彰化縣北斗鎮","無黨團結聯盟","15","69",0.0041
"彰化縣","彰化縣北斗鎮","新黨","16","387",0.0231
"彰化縣","彰化縣北斗鎮","健保免費連線","17","100",0.0059
"彰化縣","彰化縣北斗鎮","樹黨","18","80",0.0047
"彰化縣","彰化縣二林鎮","民主進步黨","1","10223",0.4084
"彰化縣","彰化縣二林鎮","親民黨","2","1874",0.0748
"彰化縣","彰化縣二林鎮","自由台灣黨","3","170",0.0067
"彰化縣","彰化縣二林鎮","和平鴿聯盟黨","4","83",0.0033
"彰化縣","彰化縣二林鎮","軍公教聯盟黨","5","247",0.0098
"彰化縣","彰化縣二林鎮","民國黨","6","356",0.0142
"彰化縣","彰化縣二林鎮","信心希望聯盟","7","221",0.0088
"彰化縣","彰化縣二林鎮","中華統一促進黨","8","150",0.0059
"彰化縣","彰化縣二林鎮","中國國民黨","9","8229",0.3288
"彰化縣","彰化縣二林鎮","台灣團結聯盟","10","800",0.0319
"彰化縣","彰化縣二林鎮","時代力量","11","1219",0.0487
"彰化縣","彰化縣二林鎮","大愛憲改聯盟","12","61",0.0024
"彰化縣","彰化縣二林鎮","綠黨社會民主黨聯盟","13","354",0.0141
"彰化縣","彰化縣二林鎮","台灣獨立黨","14","69",0.0027
"彰化縣","彰化縣二林鎮","無黨團結聯盟","15","132",0.0052
"彰化縣","彰化縣二林鎮","新黨","16","568",0.0226
"彰化縣","彰化縣二林鎮","健保免費連線","17","145",0.0057
"彰化縣","彰化縣二林鎮","樹黨","18","125",0.0049
"彰化縣","彰化縣田尾鄉","民主進步黨","1","6188",0.4424
"彰化縣","彰化縣田尾鄉","親民黨","2","938",0.067
"彰化縣","彰化縣田尾鄉","自由台灣黨","3","69",0.0049
"彰化縣","彰化縣田尾鄉","和平鴿聯盟黨","4","57",0.004
"彰化縣","彰化縣田尾鄉","軍公教聯盟黨","5","95",0.0067
"彰化縣","彰化縣田尾鄉","民國黨","6","208",0.0148
"彰化縣","彰化縣田尾鄉","信心希望聯盟","7","106",0.0075
"彰化縣","彰化縣田尾鄉","中華統一促進黨","8","36",0.0025
